names	scores	pvals_adj	group
BCL2A1	-0.3893029	1.0	4
SLC50A1	-0.38953263	1.0	1
GBP4	-0.3895766	0.9998635999843186	3
EIF1AY	-0.38962075	1.0	4
ARIH2OS	-0.38966537	1.0	1
THUMPD3	-0.38966906	0.9999810907733624	0
SLC2A13	-0.38972068	0.9999810907733624	0
PDIK1L	-0.38973173	1.0	1
NNT-AS1	-0.3899253	0.9998885227712205	5
NKAP	-0.3900411	0.9980339765977769	7
C1orf35	-0.3900411	0.9980339765977769	7
PDZD11	-0.3900411	0.9980339765977769	7
ERI3	-0.3900411	0.9980339765977769	7
TMEM62	-0.39004317	0.999963303507041	2
TKTL1	-0.39004317	0.999963303507041	2
MFSD1	-0.39057428	1.0	4
KLRB1	-0.3905982	0.9999810907733624	0
SYVN1	-0.39078712	0.9998635999843186	3
RP11-727F15.9	-0.3909263	1.0	1
CR1	-0.3909451	1.0	4
CD93	-0.3909451	1.0	4
PRSS23	-0.39126357	0.9989176757928435	6
RHEBL1	-0.39145723	1.0	1
HDLBP	-0.39147484	1.0	4
PDZD11	-0.3916064	0.999963303507041	2
TGOLN2	-0.3916445	0.999963303507041	2
SIRT6	-0.391708	0.9999810907733624	0
ARPP19	-0.3919516	1.0	4
PAFAH1B1	-0.39232206	0.9980339765977769	7
ISY1	-0.3923308	0.999963303507041	2
PBRM1	-0.3923308	0.999963303507041	2
GPR56	-0.39250508	0.9998885227712205	5
ARL16	-0.39301708	0.999963303507041	2
ST20	-0.3931017	0.9999810907733624	0
SNX20	-0.3931533	0.9999810907733624	0
NUDT16L1	-0.39336503	0.9998885227712205	5
POLR3E	-0.3934878	1.0	4
SEL1L	-0.39404655	0.999963303507041	2
THEM4	-0.39422944	1.0	4
MGMT	-0.39441797	0.9999810907733624	0
ATXN3	-0.39444134	1.0	4
DOCK10	-0.39449432	1.0	4
UBIAD1	-0.39454743	0.9998885227712205	5
PRPF19	-0.39460298	0.9980339765977769	7
TNFAIP2	-0.39460298	0.9980339765977769	7
TPTEP1	-0.3949616	0.999963303507041	2
ELOF1	-0.39565682	0.9999810907733624	0
TMEM116	-0.39580038	0.999963303507041	2
SURF6	-0.3959776	1.0	4
NOC4L	-0.3959776	1.0	4
DAGLB	-0.3961472	0.9999810907733624	0
LYPD2	-0.39653435	0.9999810907733624	0
TTC38	-0.39658976	0.9998885227712205	5
RBM7	-0.39688393	0.9980339765977769	7
DHX9	-0.39688393	0.9980339765977769	7
LYRM2	-0.39688393	0.9980339765977769	7
ZFAND4	-0.39739695	1.0	1
RAB21	-0.39746347	0.9999810907733624	0
BLCAP	-0.3975138	1.0	4
PTGES2	-0.39790222	0.9999810907733624	0
FAM127A	-0.39796937	0.9998635999843186	3
F13A1	-0.39813077	0.9998635999843186	3
RNASEH2B	-0.39841712	0.9998885227712205	5
BZRAP1-AS1	-0.39843118	0.999963303507041	2
RNF168	-0.39885706	0.9998635999843186	3
RRAGC	-0.39898622	0.9999810907733624	0
PAXIP1-AS1	-0.39908883	0.9989176757928435	6
ATG16L2	-0.3991649	0.9980339765977769	7
RBM5	-0.3991649	0.9980339765977769	7
PRDM2	-0.3991649	0.9980339765977769	7
ELP5	-0.3991649	0.9980339765977769	7
R3HDM2	-0.3992185	0.9999810907733624	0
CLPX	-0.3992443	0.9999810907733624	0
DNMT3A	-0.3992552	1.0	1
ZCCHC11	-0.39949203	0.9998885227712205	5
ZMAT3	-0.39962018	1.0	1
DOK3	-0.39963275	1.0	4
CLYBL	-0.39963275	1.0	4
TRMT61A	-0.39968655	1.0	1
FAM32A	-0.39988002	0.999963303507041	2
CPSF3L	-0.39994118	0.9999810907733624	0
SLC35A1	-0.40014824	0.9998635999843186	3
IRF7	-0.40022317	0.999963303507041	2
MAGEH1	-0.40058628	1.0	4
CNIH4	-0.4007452	1.0	4
TIMM10B	-0.40081477	1.0	1
HAGH	-0.40123165	0.9999810907733624	0
CIAPIN1	-0.4014458	0.9980339765977769	7
ECSIT	-0.4014458	0.9980339765977769	7
ORC2	-0.40164188	0.9998885227712205	5
CEPT1	-0.4026903	0.9998635999843186	3
USP25	-0.40281135	0.9998635999843186	3
NSMAF	-0.40283892	1.0	1
UNC45A	-0.4030015	0.9989176757928435	6
SENCR	-0.40304458	0.999963303507041	2
CLEC2B	-0.40329638	0.9999810907733624	0
NUMB	-0.4036058	1.0	4
PEX19	-0.40365463	0.999963303507041	2
TTPAL	-0.40373486	1.0	1
ARMC7	-0.40373486	1.0	1
STX18	-0.40411216	0.999963303507041	2
SRSF3	-0.40494817	0.9999810907733624	0
MRPL21	-0.4050573	0.9980339765977769	7
ATG4C	-0.40512854	1.0	1
LRRC8C	-0.40526125	1.0	1
PAICS	-0.40532762	1.0	1
TRPM4	-0.40564504	0.9999810907733624	0
DOCK10	-0.4056728	0.9998885227712205	5
TSPAN33	-0.4057999	0.9999810907733624	0
FAM210B	-0.40582788	0.999963303507041	2
CHN2	-0.40586603	0.999963303507041	2
PTGDS	-0.40587732	0.9999810907733624	0
NDUFAF4	-0.4060077	0.9980339765977769	7
CKS1B	-0.4060077	0.9980339765977769	7
UIMC1	-0.4061354	0.9999810907733624	0
RNF139	-0.40648317	0.9998635999843186	3
JKAMP	-0.40709034	0.9999810907733624	0
SENP2	-0.40765816	0.9999810907733624	0
OAS1	-0.40769613	0.999963303507041	2
NFE2L2	-0.40828866	0.9980339765977769	7
GALT	-0.40828866	0.9980339765977769	7
TMEM18	-0.40828866	0.9980339765977769	7
USP19	-0.40830618	0.999963303507041	2
CXCL2	-0.40832043	1.0	4
STAU1	-0.4091293	0.9999810907733624	0
ATP5SL	-0.40995517	0.9999810907733624	0
POMT1	-0.41018745	0.9998885227712205	5
PAX5	-0.41019532	0.9998635999843186	3
RBPJ	-0.41164792	0.9998635999843186	3
HNRNPH3	-0.4118167	1.0	4
TBCK	-0.41183144	1.0	1
ALG5	-0.41285053	0.9980339765977769	7
DNTTIP1	-0.41285053	0.9980339765977769	7
RIT1	-0.41291958	0.999963303507041	2
SCAI	-0.41359013	1.0	1
PTGES2	-0.4136178	1.0	4
RP11-400F19.6	-0.41362333	1.0	1
TRIP11	-0.41372374	1.0	4
FAH	-0.4138524	0.9999810907733624	0
SNX9	-0.41398832	1.0	1
APH1B	-0.41440657	0.999963303507041	2
MRPS18A	-0.41508335	1.0	1
BCDIN3D	-0.41508335	1.0	1
TIGIT	-0.41513148	0.9980339765977769	7
G0S2	-0.41513148	0.9980339765977769	7
DESI1	-0.41513148	0.9980339765977769	7
PCYT1A	-0.41515836	0.9998635999843186	3
RGS18	-0.4160057	0.9998635999843186	3
PTGDS	-0.41604602	0.999963303507041	2
GPR35	-0.41604602	0.999963303507041	2
SRSF3	-0.41611204	1.0	1
URGCP	-0.41679817	0.9998885227712205	5
ARMC7	-0.4169237	0.9999810907733624	0
CA2	-0.4170081	1.0	4
MLLT10	-0.417167	1.0	4
CTNNB1	-0.41721618	0.9998635999843186	3
HDAC2	-0.4172661	0.999963303507041	2
ARAP1	-0.41738048	0.999963303507041	2
CWC27	-0.4174124	0.9980339765977769	7
CSRP1	-0.4174124	0.9980339765977769	7
DIMT1	-0.4174124	0.9980339765977769	7
RAB21	-0.41760924	0.999963303507041	2
PICALM	-0.41782144	0.9998635999843186	3
C2orf76	-0.41829556	0.999963303507041	2
ARHGEF7	-0.418733	0.9998885227712205	5
NUPL2	-0.419163	0.9998885227712205	5
HDDC3	-0.4193631	0.999963303507041	2
RARS	-0.41955376	0.999963303507041	2
NIT2	-0.41969335	0.9980339765977769	7
HSPB11	-0.41969335	0.9980339765977769	7
PHPT1	-0.42064375	0.9980339765977769	7
XPOT	-0.4208222	1.0	4
TRPV2	-0.42113012	0.9998635999843186	3
PRF1	-0.42121398	0.9980339765977769	7
MVB12A	-0.42125967	0.9999810907733624	0
DHX8	-0.4215872	1.0	1
TMEM80	-0.42161432	0.9998635999843186	3
BBS2	-0.42165354	1.0	1
DNTTIP1	-0.42188168	1.0	4
CTNNB1	-0.4219743	0.9980339765977769	7
PLRG1	-0.4219743	0.9980339765977769	7
GLB1	-0.42209852	0.9998635999843186	3
PLA2G12A	-0.42218456	0.999963303507041	2
RP5-887A10.1	-0.4222599	0.9998635999843186	3
NUP54	-0.42279458	0.999963303507041	2
RP11-138A9.2	-0.42397654	0.999963303507041	2
ATXN7L3B	-0.42423704	0.9998635999843186	3
POLR2K	-0.42425525	0.9980339765977769	7
HBP1	-0.42425525	0.9980339765977769	7
ELL	-0.42495415	1.0	4
SNX20	-0.42496333	0.9998635999843186	3
JKAMP	-0.4250382	1.0	1
NR2C1	-0.42510456	1.0	1
RCHY1	-0.4252859	0.9999810907733624	0
PDXDC1	-0.42530367	1.0	1
PCSK7	-0.4253594	0.9989176757928435	6
PDZD11	-0.42554402	0.9999810907733624	0
TUBB1	-0.42569578	1.0	4
PROCA1	-0.426086	0.9999810907733624	0
RP11-18H21.1	-0.42647728	0.9989176757928435	6
PTCRA	-0.42649895	0.9999810907733624	0
MYO9B	-0.42653617	0.9980339765977769	7
SMC2	-0.42653698	0.9998635999843186	3
CWC15	-0.42670226	1.0	4
RP11-589C21.6	-0.42694047	0.9998635999843186	3
MRPS33	-0.42802992	0.9998635999843186	3
SAFB2	-0.42881712	0.9980339765977769	7
TNFSF12	-0.42902827	0.9999810907733624	0
TBC1D15	-0.42958125	0.999963303507041	2
PRKCD	-0.42969564	0.999963303507041	2
IFI27	-0.42994925	1.0	1
USP7	-0.43000066	0.999963303507041	2
COLGALT1	-0.43064883	0.999963303507041	2
CRLS1	-0.43096396	0.9999810907733624	0
ELOF1	-0.43127656	1.0	1
C12orf45	-0.43141136	0.999963303507041	2
F13A1	-0.43202215	0.9999810907733624	0
MAF1	-0.4322232	0.9998885227712205	5
ZNF593	-0.43275082	0.9998635999843186	3
FUS	-0.43308312	0.9998885227712205	5
SMARCD3	-0.43316504	1.0	4
METTL21A	-0.433379	0.9980339765977769	7
TMEM87A	-0.433379	0.9980339765977769	7
C15orf61	-0.433379	0.9980339765977769	7
CD82	-0.43340823	0.9989176757928435	6
VAPA	-0.4334933	0.9999810907733624	0
RCL1	-0.4338515	0.999963303507041	2
CD163	-0.43432447	0.9998635999843186	3
C1QA	-0.43432447	0.9998635999843186	3
CLU	-0.43438345	1.0	4
UBE2E1	-0.4343966	0.9999810907733624	0
CELF1	-0.43444553	0.9998635999843186	3
MANBA	-0.43484902	0.9998635999843186	3
RRS1	-0.4350717	0.9998885227712205	5
C1QB	-0.4351709	0.9999810907733624	0
CD93	-0.43541393	0.9998635999843186	3
VPS26B	-0.43565995	0.9980339765977769	7
KLF13	-0.43565995	0.9980339765977769	7
KLRC1	-0.43582416	0.9998885227712205	5
SSBP3	-0.4359854	0.9998885227712205	5
WTAP	-0.43620038	0.9998885227712205	5
TUBB1	-0.43705422	0.999963303507041	2
METTL8	-0.4371167	1.0	1
TIGIT	-0.43765625	0.9989176757928435	6
FXN	-0.437714	1.0	1
FRAT1	-0.4379156	0.9998635999843186	3
C9orf37	-0.43804583	1.0	1
NONO	-0.43808365	0.999963303507041	2
AGPAT1	-0.4385003	0.9999810907733624	0
USP19	-0.4385261	0.9999810907733624	0
TRMT61A	-0.4385777	0.9999810907733624	0
SEPT11	-0.4394727	1.0	1
DIMT1	-0.44021052	1.0	4
GTPBP6	-0.44022185	0.9980339765977769	7
BAZ2A	-0.44022185	0.9980339765977769	7
FNBP4	-0.44022185	0.9980339765977769	7
PHF3	-0.44022185	0.9980339765977769	7
GLRX3	-0.44025692	0.999963303507041	2
TCP1	-0.44079208	0.9980339765977769	7
CYP27A1	-0.4420489	0.999963303507041	2
CHIC2	-0.44250277	0.9980339765977769	7
RP11-727F15.9	-0.44286484	0.9998885227712205	5
XPOT	-0.44376466	0.999963303507041	2
ABCC3	-0.4440493	0.9999810907733624	0
BLZF1	-0.44405192	1.0	1
DEDD	-0.44452718	0.999963303507041	2
PNPLA8	-0.44453296	0.9998635999843186	3
MLTK	-0.44460344	0.999963303507041	2
KIAA0196	-0.4457011	0.9999810907733624	0
CEP164	-0.44574726	0.999963303507041	2
ZNF559	-0.445877	1.0	1
PKIG	-0.44604045	0.9989176757928435	6
FCGR1A	-0.4460896	0.9998885227712205	5
MIS18A	-0.4468061	1.0	1
YTHDC1	-0.44741493	1.0	4
SETX	-0.44755918	0.9998635999843186	3
PITPNM1	-0.44779164	0.9999810907733624	0
ISG20L2	-0.44784164	0.9998635999843186	3
WNK1	-0.4478917	1.0	4
RP11-164H13.1	-0.44807553	0.9999810907733624	0
OTUD5	-0.44839886	1.0	1
TBC1D23	-0.44864863	0.9998635999843186	3
ATF7IP2	-0.4493456	0.9980339765977769	7
PEX16	-0.44969282	1.0	4
ATAD1	-0.4499531	0.9989176757928435	6
SLC19A1	-0.44998544	0.9999810907733624	0
CD82	-0.4501166	1.0	4
BLCAP	-0.45055324	0.9999810907733624	0
ATG4C	-0.45065796	0.9998885227712205	5
MRPL41	-0.45067614	0.9980339765977769	7
DNMT3A	-0.45085633	0.999963303507041	2
WDR55	-0.45125258	1.0	1
TMEM242	-0.45162654	0.9980339765977769	7
GMPR	-0.45175877	1.0	4
ERCC6L2	-0.45191625	1.0	1
AHSA1	-0.45192114	0.9999810907733624	0
ZNF263	-0.45194787	0.9998885227712205	5
HIST1H2AC	-0.45208216	1.0	1
R3HDM1	-0.45214853	1.0	1
SNAP47	-0.45259282	0.9998885227712205	5
ECHS1	-0.45272458	0.999963303507041	2
DHX15	-0.45284536	1.0	1
GARS	-0.45288536	0.9998635999843186	3
POLR2K	-0.45308322	0.9989176757928435	6
SPRTN	-0.45421153	0.999963303507041	2
DOCK10	-0.4544403	0.999963303507041	2
NFIC	-0.4557667	0.9999810907733624	0
SCFD1	-0.45618844	0.9980339765977769	7
IL8	-0.45618844	0.9980339765977769	7
CTA-29F11.1	-0.4565264	1.0	4
GRAP	-0.4569502	1.0	4
S1PR5	-0.45777836	0.9989176757928435	6
C12orf10	-0.45795667	1.0	4
MRPL42	-0.45798615	0.999963303507041	2
VPS25	-0.45846936	0.9980339765977769	7
POLD2	-0.45881677	0.9998635999843186	3
CD1C	-0.4591498	0.9998885227712205	5
SEPT11	-0.4592825	0.999963303507041	2
DDX56	-0.45928282	1.0	1
IDH1	-0.45982552	0.9998635999843186	3
AAR2	-0.45997965	1.0	1
CXCL2	-0.46018866	0.9998635999843186	3
NFE2L2	-0.46031192	0.999963303507041	2
C1GALT1C1	-0.4606932	0.999963303507041	2
KIAA1430	-0.46070844	0.9998885227712205	5
PPP2R3C	-0.4607503	0.9980339765977769	7
TCEA2	-0.46139914	0.9998635999843186	3
RGS14	-0.46139997	1.0	4
CD2AP	-0.4616009	0.9998635999843186	3
ZNF92	-0.46169102	0.9989176757928435	6
BEX4	-0.46176076	0.999963303507041	2
ZNF92	-0.4622133	0.9998885227712205	5
SURF6	-0.46236882	1.0	1
ZBTB10	-0.46246836	1.0	1
AC093323.3	-0.46275207	0.999963303507041	2
ABHD5	-0.46285173	0.9998635999843186	3
PHRF1	-0.46299332	0.9999810907733624	0
RNF113A	-0.46301898	0.999963303507041	2
MRPL19	-0.46303126	0.9980339765977769	7
ACADM	-0.46303126	0.9980339765977769	7
PSMC6	-0.46321487	0.9998635999843186	3
GOLGB1	-0.463457	0.9998635999843186	3
TIMM22	-0.46355274	0.999963303507041	2
FCGR3A	-0.46370322	0.9989176757928435	6
YIPF5	-0.46427718	0.999963303507041	2
ARAP1	-0.4643665	1.0	4
SPHK1	-0.4645935	0.9999810907733624	0
LYRM2	-0.4649499	0.9998635999843186	3
RARA	-0.46553192	1.0	4
MTIF3	-0.4657438	1.0	4
CEP85L	-0.46600866	1.0	4
GSTZ1	-0.46600866	1.0	4
ISCA2	-0.46610728	0.999963303507041	2
TSSC1	-0.4661905	0.9998885227712205	5
USP38	-0.46633604	0.999963303507041	2
UBE2Q1	-0.46665826	0.9999810907733624	0
HDAC5	-0.4668867	0.9998635999843186	3
CHI3L2	-0.46712282	0.9999810907733624	0
USP20	-0.46740362	0.999963303507041	2
CRTAP	-0.46759313	0.9980339765977769	7
FNTA	-0.4677832	0.9980339765977769	7
C1QA	-0.4680518	0.999963303507041	2
RP11-18H21.1	-0.46813753	0.9998635999843186	3
TREX1	-0.46831867	0.999963303507041	2
SEPHS2	-0.46844128	1.0	1
NEMF	-0.4689042	0.9998635999843186	3
EXOC4	-0.46890584	1.0	1
GGNBP2	-0.46927187	0.999963303507041	2
CEPT1	-0.4692908	0.9999810907733624	0
ACTR6	-0.46930403	1.0	1
CYB561	-0.4693372	1.0	1
MID1IP1	-0.46963048	0.9998635999843186	3
TPD52L2	-0.46987408	0.9980339765977769	7
CISH	-0.46987408	0.9980339765977769	7
PQBP1	-0.46987575	1.0	4
FCER1A	-0.47000644	0.9998885227712205	5
CDC16	-0.47001347	0.9999810907733624	0
DNAJA3	-0.4700602	0.9998885227712205	5
BTN3A1	-0.47022504	0.999963303507041	2
SMPDL3A	-0.47051817	0.9998635999843186	3
RAB8B	-0.47106385	0.999963303507041	2
PPBP	-0.47117823	0.999963303507041	2
PURA	-0.47121635	0.999963303507041	2
EREG	-0.47167388	0.999963303507041	2
CARHSP1	-0.47199184	1.0	1
SCAI	-0.47261637	0.9998635999843186	3
DNAJC7	-0.47268334	1.0	4
PMF1	-0.4733023	0.9998635999843186	3
TCTA	-0.47342336	0.9998635999843186	3
CARS	-0.47354442	0.9998635999843186	3
BACH1	-0.47358477	0.9998635999843186	3
TREML1	-0.47365257	0.9999810907733624	0
TYW5	-0.47367838	0.9999810907733624	0
SH3KBP1	-0.4737505	1.0	1
CDC42EP3	-0.47432324	0.9989176757928435	6
NFIC	-0.47432554	1.0	4
BLCAP	-0.47443596	0.9980339765977769	7
ACAP1	-0.47472408	0.999963303507041	2
KIAA0196	-0.475296	0.999963303507041	2
GMPR	-0.47567725	0.999963303507041	2
EMG1	-0.47659233	0.999963303507041	2
BLOC1S1	-0.47734502	1.0	4
CEP68	-0.47745833	0.9998635999843186	3
PEX16	-0.47765988	0.999963303507041	2
CDK16	-0.47786182	0.9998635999843186	3
DNAJA3	-0.47787476	1.0	4
RP11-727F15.9	-0.47826532	0.9998635999843186	3
MRPL43	-0.4785368	0.999963303507041	2
NUMB	-0.47899786	0.9980339765977769	7
C15orf57	-0.47899786	0.9980339765977769	7
ASGR1	-0.47899786	0.9980339765977769	7
DIMT1	-0.4791432	0.9998885227712205	5
PRAF2	-0.4792507	0.9998885227712205	5
ABHD17B	-0.4793584	1.0	1
AGO4	-0.47948548	0.9999810907733624	0
OAT	-0.47973442	0.9998885227712205	5
PARVB	-0.4797569	0.999963303507041	2
TAF1D	-0.4802021	0.9998635999843186	3
TMEM55A	-0.48024246	0.9998635999843186	3
CHERP	-0.48036352	0.9998635999843186	3
FAH	-0.48105323	0.999963303507041	2
SPON2	-0.4812788	0.9980339765977769	7
CASC4	-0.481283	1.0	1
HVCN1	-0.48192492	0.9989176757928435	6
CCM2	-0.4823003	0.9998635999843186	3
ALG5	-0.4825783	0.999963303507041	2
SCGB3A1	-0.4829459	0.9998635999843186	3
PRPF31	-0.48299772	0.999963303507041	2
GFER	-0.4831121	0.999963303507041	2
NFU1	-0.48355973	0.9980339765977769	7
CNIH4	-0.48355973	0.9980339765977769	7
TTC14	-0.48355973	0.9980339765977769	7
EBNA1BP2	-0.4835726	1.0	1
ARRDC3	-0.48375288	0.9998635999843186	3
FERMT3	-0.48431778	0.9998635999843186	3
DMAP1	-0.48459908	0.999963303507041	2
KIR2DL3	-0.48487964	0.9999810907733624	0
STAU1	-0.48516682	0.9989176757928435	6
C5AR1	-0.4853904	0.9989176757928435	6
EVA1B	-0.48580876	0.9999810907733624	0
TMEM116	-0.48596177	1.0	1
ZNF836	-0.48622724	1.0	1
ACTR6	-0.4862914	0.9998885227712205	5
KLHL6	-0.48650944	1.0	4
GARS	-0.4865259	1.0	1
TOR1A	-0.48653144	0.9999810907733624	0
FBXO33	-0.48709	1.0	1
CD72	-0.48725107	1.0	4
KCNK6	-0.48730367	0.9998635999843186	3
LSM14A	-0.48793155	0.9980339765977769	7
ELP5	-0.48811066	0.9998635999843186	3
AC010642.1	-0.48812163	0.9980339765977769	7
MPHOSPH10	-0.48812163	0.9980339765977769	7
RAB9A	-0.48812163	0.9980339765977769	7
LRBA	-0.4883875	0.9998885227712205	5
DCAF5	-0.4886164	1.0	1
PRPS2	-0.48865622	0.9998885227712205	5
UBLCP1	-0.48899835	0.9998635999843186	3
GGA2	-0.48926407	1.0	4
PLEKHJ1	-0.48945218	0.9980339765977769	7
ST7L	-0.48959377	0.999963303507041	2
DYNLL1	-0.4903299	0.9998635999843186	3
MTCH2	-0.49040255	0.9980339765977769	7
LINC00926	-0.49040255	0.9980339765977769	7
INTS12	-0.4905078	1.0	1
STX4	-0.49058348	0.9999810907733624	0
CTA-29F11.1	-0.49069303	0.9998635999843186	3
SNX29P2	-0.49103874	1.0	1
ORMDL2	-0.4911951	0.999963303507041	2
OXLD1	-0.49127138	0.999963303507041	2
ADAM28	-0.49212465	1.0	4
CLIP1	-0.49226108	0.9999810907733624	0
RDH14	-0.4926835	0.9980339765977769	7
RAMP1	-0.49369335	1.0	1
TMEM87B	-0.49395883	1.0	1
MPHOSPH10	-0.4942453	0.999963303507041	2
PLA2G7	-0.49464732	0.9998635999843186	3
CRELD2	-0.49482158	1.0	1
IGLL5	-0.49494445	0.9998885227712205	5
FHL1	-0.49513152	0.9998635999843186	3
DDX56	-0.49516037	0.999963303507041	2
AIM2	-0.49519712	1.0	4
MAP3K7CL	-0.49546146	0.9999810907733624	0
ZMAT5	-0.49603727	0.999963303507041	2
CD19	-0.49612686	0.9998885227712205	5
RNF14	-0.49653295	0.999963303507041	2
ILF3-AS1	-0.49705532	0.9980339765977769	7
GFER	-0.49747458	0.9999810907733624	0
DENND1C	-0.49757576	1.0	1
LMF2	-0.4979818	0.999963303507041	2
UBAC2	-0.49822295	0.9998885227712205	5
TNFRSF25	-0.4982767	0.9998885227712205	5
SH3GLB1	-0.4986016	0.9998635999843186	3
STK32C	-0.4988437	0.9998635999843186	3
MED30	-0.4989754	0.9998885227712205	5
UBE3A	-0.49920171	1.0	1
PHF3	-0.49928755	0.9998635999843186	3
SNHG12	-0.49932906	1.0	4
STRA13	-0.49953932	0.9999810907733624	0
NIT2	-0.5002156	0.9998635999843186	3
ENTPD3-AS1	-0.5002304	1.0	1
YTHDC1	-0.50033665	0.9998635999843186	3
ETHE1	-0.5004577	0.9998635999843186	3
CECR5	-0.50061256	0.999963303507041	2
DYNLT1	-0.5007401	0.9998635999843186	3
LRRC8C	-0.500749	0.9998885227712205	5
RFC1	-0.50128645	0.9998885227712205	5
STK11IP	-0.50152665	0.9999810907733624	0
PLEKHA3	-0.5015577	1.0	1
OARD1	-0.5018073	0.9980339765977769	7
HDAC2	-0.5018073	0.9980339765977769	7
SRPR	-0.5018073	0.9980339765977769	7
MYCBP2	-0.5018073	0.9980339765977769	7
COPS4	-0.5018073	0.9980339765977769	7
POMT1	-0.50195587	1.0	1
PLCB2	-0.50197774	1.0	4
COPS4	-0.50232834	0.999963303507041	2
GTF2H2	-0.5023541	1.0	1
UBXN4	-0.5024348	0.9998635999843186	3
MFF	-0.5024536	1.0	1
ABHD13	-0.50251997	1.0	1
RP5-827C21.4	-0.50255585	0.9998635999843186	3
SNX29P2	-0.5026839	0.9998885227712205	5
ZNF567	-0.5026859	1.0	1
AAGAB	-0.503129	0.999963303507041	2
FAM32A	-0.50324184	0.9998635999843186	3
PHPT1	-0.50336283	0.9998635999843186	3
RPL39L	-0.50341594	1.0	1
AP003733.1	-0.50344354	0.9998635999843186	3
OTUD5	-0.5034839	0.9998635999843186	3
POLR2E	-0.50377715	0.999963303507041	2
PSMC4	-0.5040892	0.9998635999843186	3
PPP1R14A	-0.5041887	0.9998885227712205	5
ZNF567	-0.5041887	0.9998885227712205	5
DNAJC15	-0.5050576	0.9998635999843186	3
ALKBH4	-0.5051497	0.999963303507041	2
UBIAD1	-0.505226	0.999963303507041	2
LTB4R	-0.5061873	0.9998635999843186	3
SNRNP35	-0.5065223	0.999963303507041	2
EIF5B	-0.50653344	1.0	4
GNS	-0.5075517	0.999963303507041	2
KIAA0125	-0.5075929	1.0	4
TMEM87A	-0.5080697	1.0	4
MRPL19	-0.50808555	0.999963303507041	2
RARS	-0.50832695	1.0	1
JAKMIP1	-0.5086256	1.0	1
TIMM22	-0.5086426	0.9989176757928435	6
STX16	-0.5086501	0.9980339765977769	7
ADAP2	-0.50892437	0.999963303507041	2
C9orf69	-0.50932103	0.9999810907733624	0
KLHL24	-0.5093346	0.9998635999843186	3
PTAFR	-0.50939405	1.0	4
YWHAG	-0.5094963	0.999963303507041	2
PGM2L1	-0.51011884	1.0	1
C12orf10	-0.5106258	0.9998635999843186	3
COMMD8	-0.51067823	0.999963303507041	2
RABL2B	-0.5107872	0.9998635999843186	3
RGS19	-0.5107926	0.999963303507041	2
SUMO3	-0.51090825	0.9998635999843186	3
SNX29P2	-0.5117249	1.0	4
ACAT2	-0.51182204	0.999963303507041	2
RNASEH2B	-0.5119368	1.0	4
FCGR2B	-0.51240844	1.0	1
PPP1R14A	-0.51257247	1.0	4
FCGR1B	-0.51257247	1.0	4
MAT2A	-0.512573	0.9999810907733624	0
C12orf45	-0.5128854	0.9998635999843186	3
CCDC22	-0.51308024	0.999963303507041	2
POLDIP2	-0.51321197	0.9980339765977769	7
CTA-29F11.1	-0.5135367	1.0	1
PAICS	-0.51394975	1.0	4
HDGF	-0.51452905	0.999963303507041	2
NT5C	-0.5146204	0.9998635999843186	3
TOP1MT	-0.5156695	0.9998635999843186	3
CHD2	-0.5175714	0.9998885227712205	5
FRAT1	-0.51796055	0.999963303507041	2
AHSA1	-0.5180368	0.999963303507041	2
FCRL2	-0.5187765	0.9998635999843186	3
LYAR	-0.5191044	0.9980339765977769	7
TCF12	-0.5193768	1.0	1
MAF1	-0.51946414	0.9999810907733624	0
RCE1	-0.51951575	0.9999810907733624	0
REXO2	-0.5198659	0.9998635999843186	3
ATP6V0E2	-0.5200548	0.9980339765977769	7
IGFBP7	-0.5200548	0.9980339765977769	7
STK38	-0.5200548	0.9980339765977769	7
PTPRN2	-0.5200975	0.9998885227712205	5
UIMC1	-0.5205274	0.9998885227712205	5
RP11-18H21.1	-0.5205274	0.9998885227712205	5
FBXW4	-0.52121913	0.9999810907733624	0
YPEL2	-0.52126014	1.0	4
N4BP2L1	-0.52160007	1.0	1
EPN1	-0.5220402	0.999963303507041	2
ITM2A	-0.5221692	0.9989176757928435	6
SEPHS2	-0.52233577	0.9980339765977769	7
DHX9	-0.52257395	0.999963303507041	2
CSRNP1	-0.5228921	0.9998635999843186	3
DHX9	-0.5228942	1.0	1
TNFSF12	-0.52310723	0.9998885227712205	5
JAZF1	-0.52313423	0.9998635999843186	3
TMEM91	-0.5245061	0.9998635999843186	3
PRDX4	-0.5246167	0.9980339765977769	7
RBPJ	-0.5246167	0.9980339765977769	7
HERPUD2	-0.5246167	0.9980339765977769	7
PEX19	-0.5249184	1.0	1
ISY1	-0.5251164	0.9999810907733624	0
MAP2K7	-0.52531654	1.0	1
KIR3DL2	-0.5255488	1.0	1
GLTP	-0.5258148	0.999963303507041	2
MARCKSL1	-0.52651745	0.9980339765977769	7
ACBD3	-0.52684295	1.0	1
CRELD2	-0.5268976	0.9980339765977769	7
COA6	-0.5268976	0.9980339765977769	7
C17orf59	-0.5269488	0.9999810907733624	0
FBXO21	-0.527988	0.999963303507041	2
TRIM8	-0.5280569	0.9998635999843186	3
RFC5	-0.52840257	1.0	1
TOP1MT	-0.5284818	0.9998885227712205	5
HDAC5	-0.5284974	0.9999810907733624	0
CD9	-0.52878237	1.0	4
